"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="530622","FFB-C22","301","0.215","0.215","0.215","-","0.215","0.215","0.215","0.095","1800","","28","614715","73%","","","","Active","300"
="530623","FFB-C23","301","","","0.105","","-","-","0.105","0.085","0","","-","-","0%","","","","Active","300"
="530624","FFB-C24","301","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="6939","FIAMMA","101","1.220","1.220","1.220","-","1.230","1.200","1.270","0.980","1507","","46","371555","54%","0.022","7.51","15.49","Active","100"
="0149","FIBON","102","","","0.405","","-","-","0.475","0.305","0","","-","24700","56%","0.001","4.53","8.97","Active","100"
="0355","FIBRO","402","0.670","0.665","0.675","-0.010","0.680","0.665","0.775","0.410","3980","","23","662360","27%","0.004","","","Active","400"
="8605","FIHB","101","","","0.415","","-","-","0.415","0.200","0","","-","93085","51%","0.007","0.15","285.11","Active","100"
="8605PB","FIHB-PB","101","","","0.060","","-","-","","","0","","-","33460","35%","0.005","","","Active","100"
="3107","FIMACOR","102","1.660","1.660","1.650","","1.660","1.660","1.900","1.570","50","7.58%","-","42970","45%","-0.011","13.40","10.32","Active","100"
="0150","FINTEC","410","0.065","0.065","0.070","","0.065","0.065","","","333","","-","-","","","-44.32","","Active","-"
="0150PA","FINTEC-PA","410","0.000","","0.035","","-","-","","","0","","-","-","","","","","Active","-"
="9318","FITTERS","102","0.030","0.025","0.030","","0.030","0.025","","","5709","","-","-","","","0.06","","Active","-"
="9318WC","FITTERS-WC","102","0.005","0.005","0.005","","0.005","0.005","","","100","","-","-","","","","","Active","-"
="5197","FLBHD","102","0.235","0.230","0.235","","0.235","0.230","","","280","","-","-","","","-8.35","","Active","-"
="0231","FLEXI","402","0.000","","0.155","","-","-","","","0","","-","-","","","0.52","","Active","-"
="7210","FM","164","0.555","0.565","0.565","","0.565","0.555","","","599","","-","-","","","5.57","","Active","-"
="0116","FOCUS","401","0.010","0.005","0.010","","0.010","0.005","","","1701","","-","-","","","-0.21","","Active","-"
="0116PA","FOCUS-PA","401","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="0116WD","FOCUS-WD","401","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="0157","FOCUSP","101","0.540","0.555","0.540","","0.560","0.540","","","7272","","-","-","","","7.18","","Active","-"
="5277","FPGROUP","102","0.320","0.320","0.325","","0.330","0.320","","","2790","","-","-","","","0.29","","Active","-"
="0304","FPHB","401","0.365","0.370","0.365","","0.375","0.365","","","872","","-","-","","","3.06","","Active","-"
="0304WA","FPHB-WA","401","0.115","0.115","0.115","","0.115","0.115","","","810","","-","-","","","","","Active","-"
="9172","FPI","101","1.510","1.510","1.510","","1.560","1.490","","","15774","","-","-","","","26.09","","Active","-"
="0128","FRONTKN","105","4.310","4.250","4.300","","4.340","4.240","","","41965","","-","-","","","8.67","","Active","-"
="012837","FRONTKN-C37","305","0.000","","0.040","","-","-","","","0","","-","-","","","","","Active","-"
="012838","FRONTKN-C38","305","0.000","","0.080","","-","-","","","0","","-","-","","","","","Active","-"
="012839","FRONTKN-C39","305","0.000","","0.140","","-","-","","","0","","-","-","","","","","Suspended, Forbid","-"
="012840","FRONTKN-C40","305","0.000","","0.080","","-","-","","","0","","-","-","","","","","Active","-"
="012841","FRONTKN-C41","305","0.220","0.215","0.230","","0.220","0.215","","","600","","-","-","","","","","Active","-"
="012842","FRONTKN-C42","305","0.000","","0.190","","-","-","","","0","","-","-","","","","","Active","-"
="012843","FRONTKN-C43","305","","","0.140","","-","-","0.155","0.125","0","","-","-","0%","","","","Active","300"
="012844","FRONTKN-C44","305","","","0.095","","-","-","0.110","0.095","0","","-","-","0%","","","","Active","300"
="012845","FRONTKN-C45","305","0.060","0.050","0.075","-0.025","0.060","0.050","0.080","0.075","3010","","17","-","0%","","","","Active","300"
="0128WB","FRONTKN-WB","105","0.310","0.305","0.310","-0.005","0.325","0.300","0.430","0.095","75335","","48","8054230","42%","0.019","","","Active","100"
="9377","FSBM","105","0.225","0.220","0.225","-0.005","0.225","0.220","0.275","0.190","27216","","87","2742605","14%","-0.005","-0.05","109.50","Active","100"
="9377WB","FSBM-WB","105","0.175","0.175","0.195","-0.020","0.175","0.175","0.225","0.150","100","","-","187025","56%","","","","Active","100"
="7184","G3","101","0.015","0.015","0.015","-","0.020","0.015","0.030","0.005","157387","","48","624495","33%","","-0.51","","Active","100"
="9261","GADANG","103","0.280","0.280","0.280","-","0.285","0.270","0.375","0.210","14910","","58","1152205","73%","0.005","1.34","32.04","Active","100"
="5398","GAMUDA","103","5.710","5.680","5.690","-0.010","5.760","5.670","9.790","3.480","138735","1.76%","63","16791695","55%","0.038","17.61","31.74","Active","100"
="53983D","GAMUDA-C3D","303","0.305","0.305","0.280","+0.025","0.305","0.305","0.330","0.080","200","","-","42190","38%","0.003","","","Active","300"
="53983F","GAMUDA-C3F","303","0.165","0.155","0.150","+0.005","0.165","0.155","0.190","0.015","2001","","95","185370","41%","0.001","","","Active","300"
="53983G","GAMUDA-C3G","303","","","0.160","","-","-","0.190","0.035","0","","-","143655","54%","0.010","","","Active","300"
="53983H","GAMUDA-C3H","303","0.470","0.470","0.465","+0.005","0.470","0.470","0.495","0.065","50","","100","54485","52%","0.017","","","Active","300"
="53983I","GAMUDA-C3I","303","0.500","0.485","0.490","-0.005","0.500","0.485","0.520","0.085","103","","2","154470","48%","0.009","","","Active","300"
="53983J","GAMUDA-C3J","303","0.400","0.400","0.390","+0.010","0.410","0.395","0.425","0.055","860","","100","89600","52%","0.019","","","Active","300"
="53983K","GAMUDA-C3K","303","0.365","0.365","0.315","+0.050","0.365","0.365","0.380","0.100","500","","-","546125","65%","0.033","","","Active","300"
="53983L","GAMUDA-C3L","303","","","0.300","","-","-","0.300","0.135","0","","-","247315","77%","0.024","","","Active","300"
="53983M","GAMUDA-C3M","303","0.215","0.210","0.210","-","0.215","0.210","0.230","0.110","400","","-","431665","41%","0.004","","","Active","300"
="53983N","GAMUDA-C3N","303","0.095","0.095","0.095","-","0.095","0.095","0.120","0.060","700","","71","729980","36%","-0.001","","","Active","300"
="53983O","GAMUDA-C3O","303","0.195","0.185","0.190","-0.005","0.200","0.185","0.215","0.075","8375","","38","1324135","52%","0.002","","","Active","300"
="53983P","GAMUDA-C3P","303","0.320","0.315","0.305","+0.010","0.320","0.315","0.345","0.175","200","","50","119670","58%","0.023","","","Active","300"
="53983Q","GAMUDA-C3Q","303","0.185","0.185","0.160","+0.025","0.185","0.185","0.185","0.100","300","","33","184875","50%","0.015","","","Active","300"
="53983R","GAMUDA-C3R","303","0.275","0.270","0.275","-0.005","0.280","0.265","0.305","0.170","16903","","56","3765500","52%","0.003","","","Active","300"
="53983S","GAMUDA-C3S","303","0.180","0.175","0.180","-0.005","0.185","0.175","0.210","0.130","52716","","96","3389085","41%","0.003","","","Active","300"
="53983T","GAMUDA-C3T","303","0.165","0.160","0.165","-0.005","0.170","0.160","0.185","0.125","1895","","37","619345","52%","0.002","","","Active","300"
="53983U","GAMUDA-C3U","303","0.200","0.195","0.200","-0.005","0.205","0.195","0.225","0.165","26582","","51","1729100","42%","0.001","","","Active","300"
="53983V","GAMUDA-C3V","303","0.160","0.155","0.150","+0.005","0.160","0.155","0.170","0.145","1180","","85","-","45%","","","","Active","300"
="53983W","GAMUDA-C3W","303","0.120","0.105","0.110","-0.005","0.120","0.105","0.145","0.100","7772","","35","966200","47%","","","","Active","300"
="53983X","GAMUDA-C3X","303","0.115","0.115","0.115","-","0.115","0.115","0.135","0.100","24200","","55","-","47%","","","","Active","300"
="53983Y","GAMUDA-C3Y","303","0.150","0.150","0.150","","0.150","0.150","","","200","","-","-","","","","","Active","300"
="53983Z","GAMUDA-C3Z","303","0.070","0.065","0.065","","0.070","0.065","","","17122","","-","-","","","","","Active","-"
="53984A","GAMUDA-C4A","303","0.100","0.100","0.095","","0.100","0.100","","","1","","-","-","","","","","Active","-"
="53984B","GAMUDA-C4B","303","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="5398HC","GAMUDA-HC","303","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="5209","GASMSIA","165","4.330","4.270","4.300","","4.330","4.270","","","10194","","-","-","","","34.38","","Active","-"
="9148","GBAY","102","0.630","0.675","0.670","","0.675","0.630","","","150","","-","-","","","-0.22","","Active","-"
="5226","GBGAQRS","103","0.185","0.190","0.180","","0.190","0.185","","","14015","","-","-","","","-2.76","","Active","-"
="7676","GCAP","164","0.220","0.220","0.220","","0.220","0.220","","","2877","","-","-","","","-4.25","","Active","-"
="5102","GCB","101","0.925","0.930","0.925","","0.930","0.915","","","59408","","-","-","","","36.53","","Active","-"
="510218","GCB-C18","301","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="510219","GCB-C19","301","0.000","","0.070","","-","-","","","0","","-","-","","","","","Active","-"
="510220","GCB-C20","301","0.000","","0.050","","-","-","","","0","","-","-","","","","","Active","-"
="510221","GCB-C21","301","0.000","","0.010","","-","-","","","0","","-","-","","","","","Active","-"
="510222","GCB-C22","301","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="510223","GCB-C23","301","0.000","","0.010","","-","-","","","0","","-","-","","","","","Active","-"
="510224","GCB-C24","301","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="510225","GCB-C25","301","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="510226","GCB-C26","301","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="510227","GCB-C27","301","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="510228","GCB-C28","301","0.000","","0.030","","-","-","","","0","","-","-","","","","","Active","-"
="510229","GCB-C29","301","","","0.050","","-","-","0.055","0.035","0","","-","-","0%","","","","Active","300"
="510230","GCB-C30","301","0.025","0.025","0.030","-0.005","0.025","0.025","0.045","0.025","11000","","-","-","0%","","","","Active","300"
="5102WC","GCB-WC","101","0.165","0.155","0.170","-0.015","0.165","0.150","0.325","0.150","42533","","40","1058055","47%","-0.004","","","Active","100"
="5592","GCE","101","0.390","0.380","0.365","+0.015","0.390","0.380","0.480","0.280","30","","-","21110","68%","0.013","-11.73","","Active","100"
="0198","GDB","103","0.470","0.475","0.470","+0.005","0.480","0.470","0.480","0.265","6791","1.47%","37","2336930","67%","0.019","2.85","16.66","Active","100"
="0198WA","GDB-WA","103","0.045","0.040","0.040","-","0.045","0.040","0.105","0.020","121","","1","570465","56%","","","","Active","100"
="0078","GDEX","164","0.095","0.095","0.095","-","0.095","0.090","0.200","0.085","3390","2.11%","71","1592545","40%","-0.006","-0.03","","Active","100"
="0078WC","GDEX-WC","164","","","0.010","","-","-","0.050","0.010","0","","-","89365","100%","-0.002","","","Active","100"
="0104","GENETEC","105","0.565","0.565","0.565","-","0.570","0.555","1.630","0.495","82570","","44","17570065","31%","-0.036","-4.30","","Active","100"
="0104CH","GENETEC-CH","305","","","0.005","","-","-","0.065","0.005","0","","-","208365","33%","-0.009","","","Active","300"
="0104CJ","GENETEC-CJ","305","","","0.005","","-","-","0.045","0.015","0","","-","-","0%","","","","Active","300"
="0104CK","GENETEC-CK","305","","","0.015","","-","-","0.090","0.015","0","","-","2623020","15%","-0.017","","","Active","300"
="0104CL","GENETEC-CL","305","0.010","0.005","0.010","-0.005","0.010","0.005","0.080","0.005","600","","50","203535","15%","-0.020","","","Active","300"
="0104CM","GENETEC-CM","305","","","0.010","","-","-","0.065","0.010","0","","-","-","9%","","","","Active","300"
="0104CN","GENETEC-CN","305","","","0.025","","-","-","0.135","0.025","0","","-","-","8%","","","","Active","300"
="0104CO","GENETEC-CO","305","","","0.025","","-","-","0.065","0.020","0","","-","2531630","45%","","","","Active","300"
="0104CP","GENETEC-CP","305","","","0.035","","-","-","0.065","0.030","0","","-","242970","20%","","","","Active","300"
="4715","GENM","101","2.170","2.180","2.170","+0.010","2.200","2.170","2.480","1.460","37088","4.59%","43","7085490","81%","0.049","4.43","79.83","Active","100"
="47153E","GENM-C3E","301","","","0.040","","-","-","0.155","0.015","0","","-","1150500","80%","0.001","","","Active","300"
="47153F","GENM-C3F","301","","","0.005","","-","-","0.105","0.005","0","","-","1249015","50%","-0.001","","","Active","300"
="47153G","GENM-C3G","301","","","0.035","","-","-","0.035","0.035","0","","-","-","0%","","","","Active","300"
="47153H","GENM-C3H","301","","","0.050","","-","-","0.060","0.030","0","","-","747600","56%","0.002","","","Active","300"
="47153I","GENM-C3I","301","0.215","0.215","0.210","+0.005","0.215","0.215","0.230","0.020","10000","","62","583445","83%","0.029","","","Active","300"
="47153J","GENM-C3J","301","0.090","0.095","0.100","-0.005","0.095","0.090","0.100","0.030","2200","","91","455600","82%","0.006","","","Active","300"
="47153K","GENM-C3K","301","","","0.255","","-","-","0.265","0.065","0","","-","152995","77%","0.022","","","Active","300"
="47153L","GENM-C3L","301","0.165","0.165","0.170","-0.005","0.165","0.165","0.170","0.070","560","","-","-","0%","","","","Active","300"
="47153M","GENM-C3M","301","","","0.085","","-","-","0.090","0.050","0","","-","1356325","50%","0.009","","","Active","300"
="47153N","GENM-C3N","301","","","0.110","","-","-","0.120","0.075","0","","-","112585","67%","","","","Active","300"
="47153O","GENM-C3O","301","","","0.130","","-","-","0.140","0.095","0","","-","-","67%","","","","Active","300"
="47153P","GENM-C3P","301","0.080","0.085","0.085","-","0.090","0.080","0.095","0.030","6830","","59","-","76%","","","","Active","300"
="47153Q","GENM-C3Q","301","0.120","0.120","0.130","-0.010","0.120","0.120","0.130","0.125","1700","","100","-","0%","","","","Active","300"
="2291","GENP","125","4.830","4.830","4.820","+0.010","4.850","4.820","5.930","4.750","777","5.18%","57","411860","34%","-0.035","36.01","12.94","Active","100"
="3182","GENTING","101","3.030","3.050","3.030","+0.020","3.080","3.020","4.310","2.760","70794","3.61%","46","18454755","66%","-0.008","22.93","5.85","Active","100"
="31823M","GENTINGC3M","301","","","0.020","","-","-","","","0","","-","-","","","","","Active","300"
="31823N","GENTINGC3N","301","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="31823O","GENTINGC3O","301","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="31823P","GENTINGC3P","301","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="31823Q","GENTINGC3Q","301","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="31823R","GENTINGC3R","301","0.015","0.020","0.015","","0.025","0.015","","","53880","","-","-","","","","","Active","-"
="31823S","GENTINGC3S","301","0.030","0.030","0.030","","0.030","0.030","","","5400","","-","-","","","","","Active","-"
="31823T","GENTINGC3T","301","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="31823U","GENTINGC3U","301","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="31823V","GENTINGC3V","301","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="31823W","GENTINGC3W","301","0.075","0.075","0.070","","0.075","0.075","","","1300","","-","-","","","","","Active","-"
="31823X","GENTINGC3X","301","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="31823Y","GENTINGC3Y","301","0.035","0.035","0.035","","0.040","0.035","","","5512","","-","-","","","","","Active","-"
="31823Z","GENTINGC3Z","301","0.080","0.075","0.070","","0.080","0.075","","","3167","","-","-","","","","","Active","-"
="31824A","GENTINGC4A","301","0.040","0.040","0.040","","0.040","0.040","","","4950","","-","-","","","","","Active","-"
="31824B","GENTINGC4B","301","0.125","0.130","0.120","","0.130","0.125","","","6200","","-","-","","","","","Active","-"
="7197","GESHEN","102","1.600","1.600","1.610","","1.600","1.590","","","598","","-","-","","","9.37","","Active","-"
="0039","GFM","102","0.205","0.205","0.205","-","0.210","0.200","0.285","0.165","7147","2.34%","62","1048440","75%","","3.13","6.56","Active","100"
="0039WD","GFM-WD","102","0.055","0.055","0.060","-0.005","0.055","0.055","0.140","0.045","6030","","15","323670","100%","","","","Active","100"
="7192","GIIB","102","0.060","0.060","0.060","-","0.060","0.060","0.090","0.050","11","","-","203935","40%","-0.001","-2.09","","Active","100"
="7192WA","GIIB-WA","102","","","0.005","","-","-","0.015","0.005","0","","-","394290","40%","","","","Active","100"
="3204","GKENT","103","0.315","0.320","0.320","-","0.320","0.315","0.435","0.300","495","4.69%","2","102625","33%","-0.006","0.90","41.69","Active","100"
="7382","GLBHD","125","","","0.235","","-","-","0.340","0.200","0","","-","14530","41%","-0.003","-4.47","","Active","100"
="0709C6","GLDHK-C6","358","","","0.040","","-","-","0.065","0.030","0","","-","-","0%","","","","Active","300"
="0709C7","GLDHK-C7","358","","","0.245","","-","-","0.245","0.200","0","","-","-","0%","","","","Active","300"
="0709C8","GLDHK-C8","358","","","0.235","","-","-","0.235","0.160","0","","-","-","0%","","","","Active","300"
="0709H1","GLDHK-H1","358","","","0.015","","-","-","0.045","0.015","0","","-","-","0%","","","","Active","300"
="0709H2","GLDHK-H2","358","","","0.065","","-","-","0.085","0.065","0","","-","-","0%","","","","Active","300"
="0709H3","GLDHK-H3","358","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","300"
="5020","GLOMAC","120","0.305","0.310","0.305","+0.005","0.310","0.300","0.450","0.300","1242","7.26%","99","180005","44%","","2.03","16.30","Active","100"
="5220","GLOTEC","102","0.505","0.515","0.505","+0.010","0.515","0.505","0.545","0.420","1554","1.36%","31","65460","44%","-0.001","3.51","15.89","Active","100"
="0284","GLXT","402","0.200","0.200","0.195","+0.005","0.200","0.200","0.225","0.170","620","3.75%","100","164645","43%","","1.69","12.07","Active","400"
="9962","GMUTUAL","120","0.300","0.300","0.300","-","0.300","0.295","0.315","0.225","855","1.67%","100","122295","44%","0.008","4.70","6.39","Active","100"
="1147","GOB","120","0.120","0.120","0.120","-","0.120","0.120","0.215","0.105","1190","","100","166140","37%","-0.002","0.35","20.15","Active","100"
="0074","GOCEAN","401","0.115","0.115","0.115","-","0.125","0.115","0.280","0.080","38404","","87","3919320","37%","-0.002","-1.01","","Active","400"
="0074WB","GOCEAN-WB","401","","","0.005","","-","-","0.020","0.005","0","","-","264815","100%","","","","Active","400"
="0311","GOHUB","405","0.880","0.895","0.880","+0.015","0.895","0.875","1.440","0.740","733","","69","121955","38%","0.001","1.40","63.93","Active","400"
="03028","GOINNO","702","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active","700"
="0828EA","GOLDETF","654","4.800","4.850","4.790","+0.060","4.850","4.800","4.830","3.370","611","","82","111570","88%","0.088","65.67","16.65","Active","600"
="2135","GOPENG","125","","","0.680","","-","-","0.810","0.390","0","","-","41870","47%","","6.55","10.47","Active","100"
="0082","GPACKET","163","0.035","0.035","0.035","-","0.040","0.035","0.055","0.020","1711","","2","3646465","43%","","-0.67","","Active","100"
="5649","GPHAROS","102","0.230","0.280","0.235","+0.045","0.295","0.225","0.360","0.160","24659","","69","306970","74%","0.015","-11.08","","Active","100"
="03029","GPP","702","","","0.280","","-","-","","","0","","-","-","0%","","","","Active","700"
="0208","GREATEC","105","2.110","2.110","2.100","+0.010","2.140","2.090","2.450","1.100","27692","","54","5652910","44%","0.066","6.18","34.21","Active","100"
="020815","GREATEC-C15","305","0.035","0.035","0.030","+0.005","0.035","0.035","0.075","0.005","5500","","93","821165","29%","0.001","","","Active","300"
="020816","GREATEC-C16","305","","","0.070","","-","-","0.090","0.005","0","","-","165780","52%","0.011","","","Suspended, Forbid","300"
="020817","GREATEC-C17","305","0.320","0.320","0.300","+0.020","0.320","0.320","0.355","0.035","20","","100","76185","43%","0.026","","","Active","300"
="020818","GREATEC-C18","305","","","0.370","","-","-","0.390","0.100","0","","-","158810","69%","0.041","","","Active","300"
="020819","GREATEC-C19","305","","","0.215","","-","-","0.215","0.100","0","","-","21315","58%","0.019","","","Active","300"
="020820","GREATEC-C20","305","","","0.145","","-","-","","","0","","-","-","","","","","Active","300"
="020821","GREATEC-C21","305","0.190","0.180","0.180","","0.195","0.180","","","6285","","-","-","","","","","Active","-"
="020822","GREATEC-C22","305","0.180","0.170","0.170","","0.180","0.170","","","10300","","-","-","","","","","Active","-"
="020823","GREATEC-C23","305","0.255","0.245","0.245","","0.260","0.245","","","1622","","-","-","","","","","Active","-"
="020824","GREATEC-C24","305","0.000","","0.145","","-","-","","","0","","-","-","","","","","Active","-"
="020825","GREATEC-C25","305","0.000","","0.135","","-","-","","","0","","-","-","","","","","Active","-"
="020826","GREATEC-C26","305","0.110","0.105","0.105","","0.110","0.105","","","450","","-","-","","","","","Active","-"
="0136","GREENYB","101","0.200","0.190","0.200","","0.210","0.190","","","5260","","-","-","","","-1.00","","Active","-"
="7022","GTRONIC","105","0.325","0.335","0.325","","0.340","0.325","","","56535","","-","-","","","3.94","","Active","-"
="3247","GUH","102","0.275","0.275","0.280","","0.275","0.275","","","814","","-","-","","","-7.71","","Active","-"
="3247WA","GUH-WA","102","0.000","","0.060","","-","-","","","0","","-","-","","","","","Active","-"
="1503","GUOCO","120","0.590","0.595","0.595","","0.595","0.590","","","511","","-","-","","","2.79","","Active","-"
="0237","HAILY","403","0.200","0.205","0.205","","0.205","0.200","","","402","","-","-","","","3.47","","Active","-"
="0237WA","HAILY-WA","403","0.000","","0.070","","-","-","","","0","","-","-","","","","","Active","-"
="7253","HANDAL","161","0.000","","0.040","","-","-","","","0","","-","-","","","0.48","","Active","-"
="7253WB","HANDAL-WB","161","0.000","","0.010","","-","-","","","0","","-","-","","","","","Active","-"
="3034","HAPSENG","102","2.710","2.850","2.720","","2.870","2.700","","","28986","","-","-","","","26.13","","Active","-"
="2062","HARBOUR","164","1.510","1.550","1.500","","1.550","1.510","","","3827","","-","-","","","29.15","","Active","-"
="5008","HARISON","101","","","1.270","","-","-","8.700","1.250","0","","-","71645","42%","-0.012","12.58","9.90","Active","100"
="7501","HARNLEN","125","0.590","0.590","0.590","-","0.590","0.590","0.800","0.350","250","7.63%","100","583425","36%","-0.004","5.75","11.37","Active","100"
="7501WB","HARNLEN-WB","125","","","0.365","","-","-","0.520","0.100","0","","-","21410","42%","","","","Active","100"
="5168","HARTA","162","1.190","1.220","1.190","+0.030","1.230","1.180","4.110","1.170","49024","9.64%","61","5233820","42%","-0.032","2.18","56.20","Active","100"
="51682P","HARTA-C2P","362","","","0.005","","-","-","0.120","0.005","0","","-","363450","100%","-0.003","","","Active","300"
="51682R","HARTA-C2R","362","","","0.010","","-","-","0.120","0.005","0","","-","109625","13%","-0.016","","","Active","300"
="51682S","HARTA-C2S","362","","","0.005","","-","-","0.140","0.005","0","","-","108150","6%","-0.022","","","Active","300"
="51682T","HARTA-C2T","362","","","0.005","","-","-","0.125","0.005","0","","-","72870","25%","-0.017","","","Active","300"
="51682U","HARTA-C2U","362","","","0.015","","-","-","0.220","0.015","0","","-","158550","22%","-0.025","","","Active","300"
="51682V","HARTA-C2V","362","","","0.005","","-","-","0.085","0.005","0","","-","1012950","33%","","","","Active","300"
="51682W","HARTA-C2W","362","0.005","0.005","0.010","-0.005","0.005","0.005","0.085","0.010","1000","","-","254245","100%","-0.013","","","Active","300"
="51682X","HARTA-C2X","362","","","0.010","","-","-","0.070","0.010","0","","-","520180","13%","-0.009","","","Active","300"
="51682Y","HARTA-C2Y","362","","","0.025","","-","-","0.045","0.020","0","","-","-","0%","","","","Active","300"
="51682Z","HARTA-C2Z","362","","","0.125","","-","-","0.155","0.125","0","","-","-","41%","","","","Active","300"
="51683A","HARTA-C3A","362","","","0.070","","-","-","0.095","0.070","0","","-","-","0%","","","","Active","300"
="51683B","HARTA-C3B","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="51683C","HARTA-C3C","362","0.115","0.115","0.110","+0.005","0.115","0.115","0.110","0.110","629","","100","-","0%","","","","Active","300"
="0320","HAWK","461","0.360","0.350","0.355","-0.005","0.360","0.345","0.585","0.265","16655","","40","3353630","28%","-0.037","2.58","13.56","Active","400"
="5187","HBGLOB","101","0.045","0.045","0.045","-","0.045","0.045","0.125","0.040","7314","","90","275965","50%","","-0.28","","Active","100"
="7105","HCK","120","2.180","2.180","2.180","-","2.180","2.100","2.350","2.060","3449","","93","563465","60%","0.006","3.97","65.87","Active","100"
="7105WA","HCK-WA","120","","","1.120","","-","-","1.230","1.090","0","","-","11355","60%","-0.003","","","Active","100"
="0296","HEGROUP","402","0.425","0.415","0.420","-0.005","0.425","0.410","0.620","0.200","20660","","36","4025980","61%","0.009","3.11","13.34","Active","400"
="3255","HEIM","101","21.300","21.180","21.260","-0.080","21.400","20.940","28.680","20.100","3500","7.32%","39","435830","59%","-0.501","154.50","13.71","Active","100"
="5121","HEKTAR","150","0.445","0.435","0.445","-0.010","0.450","0.435","0.575","0.415","7539","7.24%","9","1122550","30%","-0.002","3.60","12.53","Active","100"
="4324","HENGYUAN","161","1.170","1.090","1.170","-0.080","1.170","1.090","3.150","1.150","28972","","18","324050","35%","-0.033","-119.19","","Active","100"
="432461","HENGYUANC61","361","","","0.005","","-","-","0.130","0.005","0","","-","412310","33%","-0.006","","","Active","300"
="5095","HEVEA","102","0.185","0.190","0.195","-0.005","0.190","0.170","0.310","0.190","2323","","38","254235","14%","-0.006","-0.89","","Active","100"
="0035","HEXCAP","463","0.235","0.230","0.235","-0.005","0.235","0.225","0.405","0.205","30537","","88","1799435","48%","-0.003","-0.77","","Active","400"
="7803","HEXCARE","162","0.080","0.085","0.080","+0.005","0.090","0.080","0.200","0.080","15492","","70","296865","40%","-0.001","-1.33","","Active","100"
="0161","HEXIND","102","0.340","0.340","0.340","-","0.345","0.335","0.520","0.330","33627","","99","3874475","25%","-0.005","1.01","32.89","Active","100"
="7202","HEXRTL","101","0.460","0.480","0.460","","0.480","0.460","","","13015","","-","-","","","0.36","215.89","Active","100"
="7202WA","HEXRTL-WA","101","0.040","0.040","0.040","","0.045","0.040","","","2841","","-","-","","","","","Active","-"
="5151","HEXTAR","102","0.895","0.890","0.895","","0.895","0.875","","","27124","","-","-","","","1.53","","Active","-"
="5151CO","HEXTAR-CO","302","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="5136","HEXTECH","164","1.220","1.250","1.250","","1.270","1.220","","","7116","","-","-","","","-1.10","","Active","-"
="3298","HEXZA","102","0.930","0.930","0.930","","0.930","0.930","","","435","","-","-","","","0.23","","Active","-"
="0160","HHHCORP","402","0.000","","0.125","","-","-","","","0","","-","-","","","1.02","","Active","-"
="0175","HHRG","402","0.125","0.125","0.130","","0.130","0.120","","","171543","","-","-","","","0.81","","Active","-"
="0175WA","HHRG-WA","402","0.040","0.040","0.035","","0.040","0.040","","","3343","","-","-","","","","","Active","-"
="5335","HI","101","2.430","2.460","2.430","","2.510","2.420","","","25441","","-","-","","","8.75","","Active","-"
="5335CA","HI-CA","301","0.225","0.240","0.220","","0.250","0.225","","","3565","","-","-","","","","","Active","-"
="5335CB","HI-CB","301","0.230","0.230","0.225","","0.230","0.230","","","115","","-","-","","","","","Active","-"
="5335CC","HI-CC","301","0.000","","0.100","","-","-","","","0","","-","-","","","","","Active","-"
="5335CD","HI-CD","301","0.000","","0.105","","-","-","","","0","","-","-","","","","","Active","-"
="5072","HIAPTEK","102","0.280","0.280","0.285","","0.290","0.280","","","59902","","-","-","","","6.10","","Active","-"
="5199","HIBISCS","161","1.590","1.560","1.600","","1.620","1.550","","","32610","","-","-","","","15.39","","Active","-"
="519973","HIBISCS-C73","361","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="519974","HIBISCS-C74","361","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="519975","HIBISCS-C75","361","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
